profile,phase,start_ps,end_ps,component_path,dynamic_w,leakage_w,total_w,temperature_used_c,temperature_returned_c
constant,update,200000000,300000000,/chip/cluster_4/redmule,0,0.11996777599999998,0.11996777599999998,27.125,27.278999999999996
constant,update,200000000,300000000,/chip/cluster_4/tcdm,0,0.020012207031250003,0.020012207031250003,27.084000000000003,27.189999999999998
constant,update,200000000,300000000,/chip/cluster_5/redmule,0,0.11996777599999998,0.11996777599999998,27.007000000000005,27.071000000000026
constant,update,200000000,300000000,/chip/cluster_5/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.105000000000018
constant,update,200000000,300000000,/chip/cluster_6/redmule,0,0.11996777599999998,0.11996777599999998,27.004999999999995,27.06600000000003
constant,update,200000000,300000000,/chip/cluster_6/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.105000000000018
constant,update,200000000,300000000,/chip/cluster_7/redmule,0,0.11996777599999998,0.11996777599999998,27.00600000000003,27.067000000000007
constant,update,200000000,300000000,/chip/cluster_7/tcdm,0,0.020012207031250003,0.020012207031250003,27.05600000000004,27.129999999999995
constant,update,200000000,300000000,/chip/cluster_8/redmule,0,0.11996777599999998,0.11996777599999998,27.003000000000043,27.062000000000012
constant,update,200000000,300000000,/chip/cluster_8/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.105000000000018
constant,update,200000000,300000000,/chip/cluster_9/redmule,0,0.11996777599999998,0.11996777599999998,27.004999999999995,27.06600000000003
constant,update,200000000,300000000,/chip/cluster_9/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.105000000000018
constant,update,200000000,300000000,/chip/cluster_10/redmule,0,0.11996777599999998,0.11996777599999998,27.004999999999995,27.06600000000003
constant,update,200000000,300000000,/chip/cluster_10/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.105000000000018
constant,update,200000000,300000000,/chip/cluster_11/redmule,0,0.11996777599999998,0.11996777599999998,27.00600000000003,27.067000000000007
constant,update,200000000,300000000,/chip/cluster_11/tcdm,0,0.020012207031250003,0.020012207031250003,27.05600000000004,27.129999999999995
constant,update,200000000,300000000,/chip/cluster_12/redmule,0,0.11996777599999998,0.11996777599999998,27.00200000000001,27.060000000000002
constant,update,200000000,300000000,/chip/cluster_12/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.104000000000042
constant,update,200000000,300000000,/chip/cluster_13/redmule,0,0.11996777599999998,0.11996777599999998,27.00400000000002,27.06400000000002
constant,update,200000000,300000000,/chip/cluster_13/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.104000000000042
constant,update,200000000,300000000,/chip/cluster_14/redmule,0,0.11996777599999998,0.11996777599999998,27.00400000000002,27.06400000000002
constant,update,200000000,300000000,/chip/cluster_14/tcdm,0,0.020012207031250003,0.020012207031250003,27.03800000000001,27.104000000000042
constant,update,200000000,300000000,/chip/cluster_15/redmule,0,0.11996777599999998,0.11996777599999998,27.004999999999995,27.064999999999998
constant,update,200000000,300000000,/chip/cluster_15/tcdm,0,0.020012207031250003,0.020012207031250003,27.05600000000004,27.12900000000002
constant,update,300000000,400000000,/chip/cluster_0/redmule,3.976200191999962,0.11996777600000001,4.096167967999962,33.69200000000001,35.161
constant,update,300000000,400000000,/chip/cluster_0/tcdm,0.04182169608615825,0.02001220703125001,0.06183390311740826,29.39300000000003,30.072000000000003
constant,update,300000000,400000000,/chip/cluster_1/redmule,0,0.11996777600000001,0.11996777600000001,27.16900000000004,27.27800000000002
constant,update,300000000,400000000,/chip/cluster_1/tcdm,0,0.02001220703125001,0.02001220703125001,27.107000000000028,27.162000000000035
constant,update,300000000,400000000,/chip/cluster_2/redmule,0,0.11996777600000001,0.11996777600000001,27.06800000000004,27.120000000000005
constant,update,300000000,400000000,/chip/cluster_2/tcdm,0,0.02001220703125001,0.02001220703125001,27.107000000000028,27.162000000000035
constant,update,300000000,400000000,/chip/cluster_3/redmule,0,0.11996777600000001,0.11996777600000001,27.069000000000017,27.122000000000014
constant,update,300000000,400000000,/chip/cluster_3/tcdm,0,0.02001220703125001,0.02001220703125001,27.13100000000003,27.192000000000007
constant,update,300000000,400000000,/chip/cluster_4/redmule,0,0.11996777600000001,0.11996777600000001,27.278999999999996,27.42500000000001
